time,price,quantity
2024-06-01 01:09:00,1899.31,4
2024-06-01 01:10:00,1899.49,1
2024-06-01 01:11:00,1899.43,5
2024-06-01 01:12:00,1899.67,7
2024-06-01 01:13:00,1899.03,7
2024-06-01 01:14:00,1898.93,1
2024-06-01 01:15:00,1898.92,6
2024-06-01 01:16:00,1898.66,2
2024-06-01 01:17:00,1898.78,4
2024-06-01 01:18:00,1898.7,3
2024-06-01 01:19:00,1898.77,7
2024-06-01 01:20:00,1898.63,4
2024-06-01 01:21:00,1898.86,3
2024-06-01 01:22:00,1899.21,5
2024-06-01 01:23:00,1899.4,9
2024-06-01 01:24:00,1899.09,8
2024-06-01 01:25:00,1899.28,4
2024-06-01 01:26:00,1899.8,3
2024-06-01 01:27:00,1899.7,6
2024-06-01 01:28:00,1899.51,2
2024-06-01 01:29:00,1900.15,8
2024-06-01 01:30:00,1900.18,6
2024-06-01 01:31:00,1899.78,2
2024-06-01 01:32:00,1899.98,2
2024-06-01 01:33:00,1900.72,8
2024-06-01 01:34:00,1900.65,3
2024-06-01 01:35:00,1900.63,4
2024-06-01 01:36:00,1900.24,2
2024-06-01 01:37:00,1900.83,1
2024-06-01 01:38:00,1899.7,7
2024-06-01 01:39:00,1899.86,7
2024-06-01 01:40:00,1899.84,1
2024-06-01 01:41:00,1899.74,4
2024-06-01 01:42:00,1899.65,7
2024-06-01 01:43:00,1899.86,1
2024-06-01 01:44:00,1898.86,9
2024-06-01 01:45:00,1899.1,7
2024-06-01 01:46:00,1898.83,9
2024-06-01 01:47:00,1898.34,8
2024-06-01 01:48:00,1898.87,3
2024-06-01 01:49:00,1898.43,5
2024-06-01 01:50:00,1898.88,1
2024-06-01 01:51:00,1898.25,9
2024-06-01 01:52:00,1898.3,3
2024-06-01 01:53:00,1898.15,2
2024-06-01 01:54:00,1898.42,7
2024-06-01 01:55:00,1898.32,1
2024-06-01 01:56:00,1898.57,7
2024-06-01 01:57:00,1897.99,1
2024-06-01 01:58:00,1898.74,9
2024-06-01 01:59:00,1899.27,1
2024-06-01 02:00:00,1899.96,8
2024-06-01 02:01:00,1899.88,2
2024-06-01 02:02:00,1900.09,2
2024-06-01 02:03:00,1900.08,8
2024-06-01 02:04:00,1900.28,5
2024-06-01 02:05:00,1900.34,8
2024-06-01 02:06:00,1900.5,9
2024-06-01 02:07:00,1900.11,7
2024-06-01 02:08:00,1900.09,5
2024-06-01 02:09:00,1899.74,1
2024-06-01 02:10:00,1898.71,8
2024-06-01 02:11:00,1899.09,1
2024-06-01 02:12:00,1899.01,3
2024-06-01 02:13:00,1899.06,6
2024-06-01 02:14:00,1898.78,5
2024-06-01 02:15:00,1898.91,1
2024-06-01 02:16:00,1899.32,8
2024-06-01 02:17:00,1899.85,5
2024-06-01 02:18:00,1899.9,8
2024-06-01 02:19:00,1899.51,1
2024-06-01 02:20:00,1899.34,7
2024-06-01 02:21:00,1899.51,4
2024-06-01 02:22:00,1899.48,7
2024-06-01 02:23:00,1899.57,2
2024-06-01 02:24:00,1898.85,8
2024-06-01 02:25:00,1898.27,2
2024-06-01 02:26:00,1898.44,5
2024-06-01 02:27:00,1897.56,3
2024-06-01 02:28:00,1896.4,8
2024-06-01 02:29:00,1896.4,1
2024-06-01 02:30:00,1896.0,1
2024-06-01 02:31:00,1895.51,7
2024-06-01 02:32:00,1895.93,6
2024-06-01 02:33:00,1895.57,4
2024-06-01 02:34:00,1895.37,8
2024-06-01 02:35:00,1895.18,6
2024-06-01 02:36:00,1895.24,1
2024-06-01 02:37:00,1894.52,8
2024-06-01 02:38:00,1894.57,7
2024-06-01 02:39:00,1894.95,8
2024-06-01 02:40:00,1895.62,7
2024-06-01 02:41:00,1895.92,3
2024-06-01 02:42:00,1896.32,4
2024-06-01 02:43:00,1896.19,9
2024-06-01 02:44:00,1895.77,6
2024-06-01 02:45:00,1895.56,6
2024-06-01 02:46:00,1895.35,9
2024-06-01 02:47:00,1895.91,7
2024-06-01 02:48:00,1896.19,3
2024-06-01 02:49:00,1895.56,4
2024-06-01 02:50:00,1895.4,2
2024-06-01 02:51:00,1895.49,1
2024-06-01 02:52:00,1895.38,3
2024-06-01 02:53:00,1895.09,4
2024-06-01 02:54:00,1894.88,5
2024-06-01 02:55:00,1894.76,4
2024-06-01 02:56:00,1894.52,3
2024-06-01 02:57:00,1895.35,5
2024-06-01 02:58:00,1895.2,8
2024-06-01 02:59:00,1894.87,9
2024-06-01 03:00:00,1894.98,6
2024-06-01 03:01:00,1894.79,2
2024-06-01 03:02:00,1894.78,8
2024-06-01 03:03:00,1894.96,6
2024-06-01 03:04:00,1894.47,2
2024-06-01 03:05:00,1895.58,2
2024-06-01 03:06:00,1895.7,2
2024-06-01 03:07:00,1895.61,5
2024-06-01 03:08:00,1895.61,9
2024-06-01 03:09:00,1895.32,2
2024-06-01 03:10:00,1894.78,7
2024-06-01 03:11:00,1895.24,8
2024-06-01 03:12:00,1895.57,7
2024-06-01 03:13:00,1895.5,4
2024-06-01 03:14:00,1895.75,2
2024-06-01 03:15:00,1895.8,6
2024-06-01 03:16:00,1896.44,3
2024-06-01 03:17:00,1897.08,3
2024-06-01 03:18:00,1896.91,9
2024-06-01 03:19:00,1897.1,3
2024-06-01 03:20:00,1896.94,8
2024-06-01 03:21:00,1896.23,8
2024-06-01 03:22:00,1896.21,8
2024-06-01 03:23:00,1896.38,3
2024-06-01 03:24:00,1896.27,7
2024-06-01 03:25:00,1894.99,7
2024-06-01 03:26:00,1895.69,7
2024-06-01 03:27:00,1896.26,6
2024-06-01 03:28:00,1896.34,1
2024-06-01 03:29:00,1895.62,8
2024-06-01 03:30:00,1895.8,6
2024-06-01 03:31:00,1895.82,1
2024-06-01 03:32:00,1895.28,9
2024-06-01 03:33:00,1895.26,2
2024-06-01 03:34:00,1895.19,4
2024-06-01 03:35:00,1895.07,1
2024-06-01 03:36:00,1894.32,8
2024-06-01 03:37:00,1894.44,8
2024-06-01 03:38:00,1894.74,1
2024-06-01 03:39:00,1895.22,1
2024-06-01 03:40:00,1895.04,3
2024-06-01 03:41:00,1895.1,8
2024-06-01 03:42:00,1895.04,6
2024-06-01 03:43:00,1894.77,5
2024-06-01 03:44:00,1894.77,1
2024-06-01 03:45:00,1894.37,2
2024-06-01 03:46:00,1894.31,7
2024-06-01 03:47:00,1894.36,2
2024-06-01 03:48:00,1894.05,9
2024-06-01 03:49:00,1894.47,5
2024-06-01 03:50:00,1894.82,6
2024-06-01 03:51:00,1895.33,6
2024-06-01 03:52:00,1895.27,4
2024-06-01 03:53:00,1895.12,2
2024-06-01 03:54:00,1895.09,8
2024-06-01 03:55:00,1894.99,4
2024-06-01 03:56:00,1894.5,7
2024-06-01 03:57:00,1894.85,7
2024-06-01 03:58:00,1894.94,8
2024-06-01 03:59:00,1894.45,9
2024-06-01 04:00:00,1894.8,9
2024-06-01 04:01:00,1895.15,8
2024-06-01 04:02:00,1895.62,2
2024-06-01 04:03:00,1895.93,9
2024-06-01 04:04:00,1896.19,5
2024-06-01 04:05:00,1895.88,7
2024-06-01 04:06:00,1895.81,7
2024-06-01 04:07:00,1895.78,8
2024-06-01 04:08:00,1895.47,4
2024-06-01 04:09:00,1896.07,4
2024-06-01 04:10:00,1896.33,7
2024-06-01 04:11:00,1895.89,9
2024-06-01 04:12:00,1895.5,5
2024-06-01 04:13:00,1895.4,2
2024-06-01 04:14:00,1894.96,2
2024-06-01 04:15:00,1894.47,7
2024-06-01 04:16:00,1894.44,7
2024-06-01 04:17:00,1894.31,1
2024-06-01 04:18:00,1894.42,1
2024-06-01 04:19:00,1894.65,6
2024-06-01 04:20:00,1894.46,6
2024-06-01 04:21:00,1894.6,1
2024-06-01 04:22:00,1894.23,2
2024-06-01 04:23:00,1894.26,9
2024-06-01 04:24:00,1893.4,8
2024-06-01 04:25:00,1893.42,9
2024-06-01 04:26:00,1893.58,5
2024-06-01 04:27:00,1893.06,9
2024-06-01 04:28:00,1892.76,4
2024-06-01 04:29:00,1892.17,5
2024-06-01 04:30:00,1891.53,1
2024-06-01 04:31:00,1891.07,8
2024-06-01 04:32:00,1891.66,3
2024-06-01 04:33:00,1892.11,4
2024-06-01 04:34:00,1891.55,7
2024-06-01 04:35:00,1891.81,3
2024-06-01 04:36:00,1892.64,3
2024-06-01 04:37:00,1892.02,2
2024-06-01 04:38:00,1891.27,5
2024-06-01 04:39:00,1891.34,1
2024-06-01 04:40:00,1890.78,6
2024-06-01 04:41:00,1890.59,2
2024-06-01 04:42:00,1890.24,6
2024-06-01 04:43:00,1890.23,1
2024-06-01 04:44:00,1890.2,7
2024-06-01 04:45:00,1890.11,3
2024-06-01 04:46:00,1890.4,6
2024-06-01 04:47:00,1890.86,1
2024-06-01 04:48:00,1891.25,1
2024-06-01 04:49:00,1891.37,1
2024-06-01 04:50:00,1891.35,5
2024-06-01 04:51:00,1892.14,1
2024-06-01 04:52:00,1892.55,1
2024-06-01 04:53:00,1892.71,5
2024-06-01 04:54:00,1893.14,3
2024-06-01 04:55:00,1892.84,4
2024-06-01 04:56:00,1892.32,7
2024-06-01 04:57:00,1892.11,1
2024-06-01 04:58:00,1891.74,6
2024-06-01 04:59:00,1892.38,2
2024-06-01 05:00:00,1892.7,6
2024-06-01 05:01:00,1893.3,7
2024-06-01 05:02:00,1893.76,3
2024-06-01 05:03:00,1893.63,3
2024-06-01 05:04:00,1893.26,2
2024-06-01 05:05:00,1893.6,3
2024-06-01 05:06:00,1893.74,9
2024-06-01 05:07:00,1893.82,7
2024-06-01 05:08:00,1893.9,1
2024-06-01 05:09:00,1894.73,8
2024-06-01 05:10:00,1894.28,4
2024-06-01 05:11:00,1893.97,1
2024-06-01 05:12:00,1894.31,2
2024-06-01 05:13:00,1894.09,9
2024-06-01 05:14:00,1894.13,3
2024-06-01 05:15:00,1894.2,4
2024-06-01 05:16:00,1893.91,6
2024-06-01 05:17:00,1894.0,3
2024-06-01 05:18:00,1893.21,8
2024-06-01 05:19:00,1893.36,5
2024-06-01 05:20:00,1892.9,9
2024-06-01 05:21:00,1893.65,7
2024-06-01 05:22:00,1893.8,2
2024-06-01 05:23:00,1893.94,3
2024-06-01 05:24:00,1893.64,8
2024-06-01 05:25:00,1893.49,9
2024-06-01 05:26:00,1893.39,3
2024-06-01 05:27:00,1893.02,6
2024-06-01 05:28:00,1893.45,4
2024-06-01 05:29:00,1892.75,9
2024-06-01 05:30:00,1892.52,6
2024-06-01 05:31:00,1892.22,6
2024-06-01 05:32:00,1891.53,9
2024-06-01 05:33:00,1891.71,1
2024-06-01 05:34:00,1891.77,3
2024-06-01 05:35:00,1892.03,2
2024-06-01 05:36:00,1892.45,9
2024-06-01 05:37:00,1891.93,2
2024-06-01 05:38:00,1891.76,8
2024-06-01 05:39:00,1892.62,1
2024-06-01 05:40:00,1892.18,9
2024-06-01 05:41:00,1892.14,6
2024-06-01 05:42:00,1891.75,8
2024-06-01 05:43:00,1891.67,3
2024-06-01 05:44:00,1891.18,2
2024-06-01 05:45:00,1891.43,9
2024-06-01 05:46:00,1891.37,4
2024-06-01 05:47:00,1891.1,7
2024-06-01 05:48:00,1890.14,5
2024-06-01 05:49:00,1890.2,1
2024-06-01 05:50:00,1890.56,2
2024-06-01 05:51:00,1890.12,2
2024-06-01 05:52:00,1890.61,6
2024-06-01 05:53:00,1890.55,4
2024-06-01 05:54:00,1890.64,7
2024-06-01 05:55:00,1890.49,9
2024-06-01 05:56:00,1890.23,4
2024-06-01 05:57:00,1889.5,7
2024-06-01 05:58:00,1889.82,9
2024-06-01 05:59:00,1889.61,1
2024-06-01 06:00:00,1889.34,3
2024-06-01 06:01:00,1889.56,4
2024-06-01 06:02:00,1889.28,3
2024-06-01 06:03:00,1889.49,1
2024-06-01 06:04:00,1889.73,7
2024-06-01 06:05:00,1889.35,3
2024-06-01 06:06:00,1888.76,5
2024-06-01 06:07:00,1888.79,2
2024-06-01 06:08:00,1888.03,6
2024-06-01 06:09:00,1887.91,5
2024-06-01 06:10:00,1888.3,3
2024-06-01 06:11:00,1888.11,1
2024-06-01 06:12:00,1887.93,4
2024-06-01 06:13:00,1888.38,8
2024-06-01 06:14:00,1888.49,7
2024-06-01 06:15:00,1887.88,7
2024-06-01 06:16:00,1888.08,6
2024-06-01 06:17:00,1887.87,8
2024-06-01 06:18:00,1888.27,1
2024-06-01 06:19:00,1888.49,2
2024-06-01 06:20:00,1888.91,9
2024-06-01 06:21:00,1889.25,8
2024-06-01 06:22:00,1889.22,8
2024-06-01 06:23:00,1889.31,8
2024-06-01 06:24:00,1889.11,6
2024-06-01 06:25:00,1889.41,7
2024-06-01 06:26:00,1889.58,8
2024-06-01 06:27:00,1889.29,1
2024-06-01 06:28:00,1888.67,8
2024-06-01 06:29:00,1889.07,4
2024-06-01 06:30:00,1888.55,9
2024-06-01 06:31:00,1887.85,6
2024-06-01 06:32:00,1886.87,4
2024-06-01 06:33:00,1886.65,5
2024-06-01 06:34:00,1887.84,8
2024-06-01 06:35:00,1888.01,2
2024-06-01 06:36:00,1888.61,3
2024-06-01 06:37:00,1888.64,3
2024-06-01 06:38:00,1888.69,1
2024-06-01 06:39:00,1888.97,9
2024-06-01 06:40:00,1888.4,6
2024-06-01 06:41:00,1888.11,5
2024-06-01 06:42:00,1888.09,1
2024-06-01 06:43:00,1887.71,5
2024-06-01 06:44:00,1887.7,6
2024-06-01 06:45:00,1888.28,6
2024-06-01 06:46:00,1887.95,5
2024-06-01 06:47:00,1888.38,4
2024-06-01 06:48:00,1888.68,1
2024-06-01 06:49:00,1888.3,5
2024-06-01 06:50:00,1888.73,7
2024-06-01 06:51:00,1888.25,6
2024-06-01 06:52:00,1887.84,8
2024-06-01 06:53:00,1887.79,3
2024-06-01 06:54:00,1887.82,4
2024-06-01 06:55:00,1888.59,7
2024-06-01 06:56:00,1888.97,1
2024-06-01 06:57:00,1889.35,7
2024-06-01 06:58:00,1889.84,4
2024-06-01 06:59:00,1889.93,8
2024-06-01 07:00:00,1889.85,1
2024-06-01 07:01:00,1889.94,7
2024-06-01 07:02:00,1889.88,1
2024-06-01 07:03:00,1890.01,6
2024-06-01 07:04:00,1890.45,1
2024-06-01 07:05:00,1890.72,8
2024-06-01 07:06:00,1891.4,6
2024-06-01 07:07:00,1891.2,6
2024-06-01 07:08:00,1891.44,6
2024-06-01 07:09:00,1891.97,5
2024-06-01 07:10:00,1892.24,2
2024-06-01 07:11:00,1892.2,6
2024-06-01 07:12:00,1892.64,6
2024-06-01 07:13:00,1892.8,2
2024-06-01 07:14:00,1892.43,2
2024-06-01 07:15:00,1892.71,7
2024-06-01 07:16:00,1892.87,6
2024-06-01 07:17:00,1892.92,7
2024-06-01 07:18:00,1893.39,4
2024-06-01 07:19:00,1893.16,1
2024-06-01 07:20:00,1893.66,8
2024-06-01 07:21:00,1893.27,1
2024-06-01 07:22:00,1893.14,4
2024-06-01 07:23:00,1893.83,9
2024-06-01 07:24:00,1893.3,8
2024-06-01 07:25:00,1892.76,6
2024-06-01 07:26:00,1893.02,4
2024-06-01 07:27:00,1892.88,4
2024-06-01 07:28:00,1893.3,3
2024-06-01 07:29:00,1893.25,8
2024-06-01 07:30:00,1893.12,5
2024-06-01 07:31:00,1892.97,3
2024-06-01 07:32:00,1893.26,5
2024-06-01 07:33:00,1893.18,2
2024-06-01 07:34:00,1894.44,7
2024-06-01 07:35:00,1894.38,9
2024-06-01 07:36:00,1894.31,2
2024-06-01 07:37:00,1894.77,4
2024-06-01 07:38:00,1894.78,9
2024-06-01 07:39:00,1894.78,1
2024-06-01 07:40:00,1894.46,9
2024-06-01 07:41:00,1894.36,9
2024-06-01 07:42:00,1895.17,8
2024-06-01 07:43:00,1894.94,9
2024-06-01 07:44:00,1894.38,1
2024-06-01 07:45:00,1893.86,1
2024-06-01 07:46:00,1893.66,6
2024-06-01 07:47:00,1894.34,7
2024-06-01 07:48:00,1894.33,9
2024-06-01 07:49:00,1894.14,9
2024-06-01 07:50:00,1894.14,9
2024-06-01 07:51:00,1893.73,8
2024-06-01 07:52:00,1893.43,9
2024-06-01 07:53:00,1893.57,5
2024-06-01 07:54:00,1893.28,8
2024-06-01 07:55:00,1893.19,4
2024-06-01 07:56:00,1893.49,6
2024-06-01 07:57:00,1893.79,5
2024-06-01 07:58:00,1893.77,9
2024-06-01 07:59:00,1893.46,2
2024-06-01 08:00:00,1893.24,9
2024-06-01 08:01:00,1893.31,6
2024-06-01 08:02:00,1893.63,6
2024-06-01 08:03:00,1893.84,7
2024-06-01 08:04:00,1893.42,1
2024-06-01 08:05:00,1893.94,5
2024-06-01 08:06:00,1893.65,3
2024-06-01 08:07:00,1893.85,1
2024-06-01 08:08:00,1893.62,1
2024-06-01 08:09:00,1893.37,9
2024-06-01 08:10:00,1892.43,3
2024-06-01 08:11:00,1891.99,7
2024-06-01 08:12:00,1891.46,7
2024-06-01 08:13:00,1891.8,4
2024-06-01 08:14:00,1892.13,5
2024-06-01 08:15:00,1892.13,1
2024-06-01 08:16:00,1891.97,8
2024-06-01 08:17:00,1891.13,6
2024-06-01 08:18:00,1891.1,9
2024-06-01 08:19:00,1891.85,3
2024-06-01 08:20:00,1891.48,3
2024-06-01 08:21:00,1892.22,1
2024-06-01 08:22:00,1891.86,5
2024-06-01 08:23:00,1891.21,5
2024-06-01 08:24:00,1890.99,8
2024-06-01 08:25:00,1890.29,2
2024-06-01 08:26:00,1889.84,7
2024-06-01 08:27:00,1890.06,5
2024-06-01 08:28:00,1890.1,8
2024-06-01 08:29:00,1889.88,4
2024-06-01 08:30:00,1889.2,9
2024-06-01 08:31:00,1888.98,2
2024-06-01 08:32:00,1888.87,7
2024-06-01 08:33:00,1889.1,8
2024-06-01 08:34:00,1889.75,1
2024-06-01 08:35:00,1889.66,6
2024-06-01 08:36:00,1890.44,5
2024-06-01 08:37:00,1891.02,1
2024-06-01 08:38:00,1890.83,1
2024-06-01 08:39:00,1891.07,9
2024-06-01 08:40:00,1890.85,2
2024-06-01 08:41:00,1891.28,2
2024-06-01 08:42:00,1892.46,7
2024-06-01 08:43:00,1893.19,8
2024-06-01 08:44:00,1893.62,2
2024-06-01 08:45:00,1893.68,4
2024-06-01 08:46:00,1894.11,5
2024-06-01 08:47:00,1893.54,1
2024-06-01 08:48:00,1893.24,6
2024-06-01 08:49:00,1893.32,4
2024-06-01 08:50:00,1893.57,6
2024-06-01 08:51:00,1894.17,4
2024-06-01 08:52:00,1893.65,2
2024-06-01 08:53:00,1893.29,2
2024-06-01 08:54:00,1893.49,4
2024-06-01 08:55:00,1893.12,7
2024-06-01 08:56:00,1892.88,8
2024-06-01 08:57:00,1893.58,5
2024-06-01 08:58:00,1893.36,5
2024-06-01 08:59:00,1893.58,4
2024-06-01 09:00:00,1893.08,8
2024-06-01 09:01:00,1892.87,1
2024-06-01 09:02:00,1892.99,9
2024-06-01 09:03:00,1893.47,2
2024-06-01 09:04:00,1894.1,7
2024-06-01 09:05:00,1894.3,3
2024-06-01 09:06:00,1894.05,2
2024-06-01 09:07:00,1893.51,3
2024-06-01 09:08:00,1893.52,3
2024-06-01 09:09:00,1893.39,3
2024-06-01 09:10:00,1893.35,7
2024-06-01 09:11:00,1892.83,1
2024-06-01 09:12:00,1892.23,9
2024-06-01 09:13:00,1891.35,5
2024-06-01 09:14:00,1891.2,1
2024-06-01 09:15:00,1891.53,5
2024-06-01 09:16:00,1891.58,5
2024-06-01 09:17:00,1891.95,1
2024-06-01 09:18:00,1892.56,7
2024-06-01 09:19:00,1892.87,1
2024-06-01 09:20:00,1893.04,4
2024-06-01 09:21:00,1893.07,8
2024-06-01 09:22:00,1893.25,4
2024-06-01 09:23:00,1893.55,7
2024-06-01 09:24:00,1893.25,3
2024-06-01 09:25:00,1892.46,2
2024-06-01 09:26:00,1892.59,3
2024-06-01 09:27:00,1893.12,5
2024-06-01 09:28:00,1893.66,9
2024-06-01 09:29:00,1893.8,3
2024-06-01 09:30:00,1894.04,1
2024-06-01 09:31:00,1893.51,8
2024-06-01 09:32:00,1894.53,4
2024-06-01 09:33:00,1894.68,7
2024-06-01 09:34:00,1894.92,8
2024-06-01 09:35:00,1895.1,6
2024-06-01 09:36:00,1893.98,4
2024-06-01 09:37:00,1894.15,7
2024-06-01 09:38:00,1893.5,9
2024-06-01 09:39:00,1893.98,9
2024-06-01 09:40:00,1894.03,1
2024-06-01 09:41:00,1894.01,2
2024-06-01 09:42:00,1893.95,4
2024-06-01 09:43:00,1894.59,4
2024-06-01 09:44:00,1894.51,2
2024-06-01 09:45:00,1894.45,5
2024-06-01 09:46:00,1893.82,4
2024-06-01 09:47:00,1894.42,5
2024-06-01 09:48:00,1894.8,7
2024-06-01 09:49:00,1895.13,4
2024-06-01 09:50:00,1894.74,5
2024-06-01 09:51:00,1894.72,6
2024-06-01 09:52:00,1894.87,2
2024-06-01 09:53:00,1895.02,7
2024-06-01 09:54:00,1895.6,2
2024-06-01 09:55:00,1895.55,9
2024-06-01 09:56:00,1895.69,9
2024-06-01 09:57:00,1895.51,5
2024-06-01 09:58:00,1895.63,6
2024-06-01 09:59:00,1895.7,5
2024-06-01 10:00:00,1896.01,3
2024-06-01 10:01:00,1895.69,9
2024-06-01 10:02:00,1895.31,5
2024-06-01 10:03:00,1895.36,8
2024-06-01 10:04:00,1894.99,3
2024-06-01 10:05:00,1895.18,3
2024-06-01 10:06:00,1895.66,9
2024-06-01 10:07:00,1895.19,9
2024-06-01 10:08:00,1895.56,1
2024-06-01 10:09:00,1895.74,1
2024-06-01 10:10:00,1895.94,8
2024-06-01 10:11:00,1896.38,5
2024-06-01 10:12:00,1897.51,2
2024-06-01 10:13:00,1897.28,8
2024-06-01 10:14:00,1897.48,8
2024-06-01 10:15:00,1897.6,9
2024-06-01 10:16:00,1897.59,7
2024-06-01 10:17:00,1898.14,1
2024-06-01 10:18:00,1897.67,1
2024-06-01 10:19:00,1897.19,3
2024-06-01 10:20:00,1897.77,4
2024-06-01 10:21:00,1897.64,8
2024-06-01 10:22:00,1898.06,6
2024-06-01 10:23:00,1897.93,4
2024-06-01 10:24:00,1898.11,6
2024-06-01 10:25:00,1898.93,3
2024-06-01 10:26:00,1899.14,6
2024-06-01 10:27:00,1898.88,1
2024-06-01 10:28:00,1898.13,8
2024-06-01 10:29:00,1898.38,3
2024-06-01 10:30:00,1898.75,9
2024-06-01 10:31:00,1899.19,4
2024-06-01 10:32:00,1899.47,8
2024-06-01 10:33:00,1898.56,2
2024-06-01 10:34:00,1898.64,3
2024-06-01 10:35:00,1898.47,2
2024-06-01 10:36:00,1898.68,5
2024-06-01 10:37:00,1898.73,8
2024-06-01 10:38:00,1898.75,9
2024-06-01 10:39:00,1898.91,6
2024-06-01 10:40:00,1898.74,6
2024-06-01 10:41:00,1898.43,9
2024-06-01 10:42:00,1898.63,7
2024-06-01 10:43:00,1898.52,8
2024-06-01 10:44:00,1898.61,1
2024-06-01 10:45:00,1898.87,8
2024-06-01 10:46:00,1898.74,6
2024-06-01 10:47:00,1898.04,7
2024-06-01 10:48:00,1898.47,8
2024-06-01 10:49:00,1898.68,2
2024-06-01 10:50:00,1898.67,6
2024-06-01 10:51:00,1898.89,6
2024-06-01 10:52:00,1899.4,5
2024-06-01 10:53:00,1899.06,7
2024-06-01 10:54:00,1899.15,9
2024-06-01 10:55:00,1899.29,9
2024-06-01 10:56:00,1899.74,6
2024-06-01 10:57:00,1900.04,5
2024-06-01 10:58:00,1900.12,3
2024-06-01 10:59:00,1899.8,2
2024-06-01 11:00:00,1900.31,5
2024-06-01 11:01:00,1900.16,7
2024-06-01 11:02:00,1900.53,6
2024-06-01 11:03:00,1899.98,6
2024-06-01 11:04:00,1899.73,7
2024-06-01 11:05:00,1899.18,8
2024-06-01 11:06:00,1898.96,7
2024-06-01 11:07:00,1898.89,8
2024-06-01 11:08:00,1899.28,6
2024-06-01 11:09:00,1899.91,8
2024-06-01 11:10:00,1900.64,9
2024-06-01 11:11:00,1900.14,7
2024-06-01 11:12:00,1900.0,8
2024-06-01 11:13:00,1900.3,8
2024-06-01 11:14:00,1900.02,8
2024-06-01 11:15:00,1899.74,8
2024-06-01 11:16:00,1899.84,8
2024-06-01 11:17:00,1899.92,5
2024-06-01 11:18:00,1900.42,9
2024-06-01 11:19:00,1899.74,4
2024-06-01 11:20:00,1899.42,2
2024-06-01 11:21:00,1899.36,4
2024-06-01 11:22:00,1899.5,1
2024-06-01 11:23:00,1898.87,5
2024-06-01 11:24:00,1899.08,3
2024-06-01 11:25:00,1899.96,5
2024-06-01 11:26:00,1900.05,2
2024-06-01 11:27:00,1900.13,4
2024-06-01 11:28:00,1900.23,2
2024-06-01 11:29:00,1899.99,6
2024-06-01 11:30:00,1899.52,6
2024-06-01 11:31:00,1899.56,7
2024-06-01 11:32:00,1900.14,5
2024-06-01 11:33:00,1900.0,9
2024-06-01 11:34:00,1900.56,3
2024-06-01 11:35:00,1900.93,7
2024-06-01 11:36:00,1900.84,5
2024-06-01 11:37:00,1901.3,6
2024-06-01 11:38:00,1901.11,5
